temperature,humidity,crop_growth,luminous_intensity,co2_concentration,total_radiation
20.87974371,82.00274423,29.44606392482905,8.67735526697563,435.611225664072,188.19495775411988
21.77046169,80.31964408,12.851182636936995,5.754287955222303,401.45185974634256,70.96362942364794
23.00445915,82.3207629,29.363912891054824,9.875230096038331,357.4179627074981,191.97607728111197
26.49109635,80.15836264,26.20773239299878,8.023684684293785,363.6943055002588,55.76138848397649
20.13017482,81.60487287,28.236236135835615,8.12051188272924,410.35645777701023,185.25970154082896
23.05804872,83.37011772,23.61311519614218,10.873767569219408,428.7284296936261,135.92906584189868
22.70883798,82.63941394,15.333693105308976,8.726839860577611,398.3170075705707,121.1736596015814
20.27774362,82.89408619,20.835640482532128,10.719887142177978,379.8472815222341,195.7361604567481
24.51588066,83.5352163,26.64065576840069,11.600185637716663,446.3333843786954,73.44697633488323
23.22397386,83.03322691,24.368852917432807,6.413153902771772,377.3990151601595,72.79170148098056
26.52723513,81.41753846,20.459145741082907,6.43288482293385,397.4717144170916,88.35389727182411
23.97898217,81.45061596,15.404600446017936,8.554866438403772,387.838957847824,162.39579093341422
26.80079604,,15.69649075752503,5.962473079366161,359.04279531520604,196.08297109004903
24.01497622,82.05687182,18.102299560975805,10.509164776834664,439.9141828695301,83.06454514117044
25.66585205,80.66385045,19.742522826826036,7.613462956316367,431.6839322952465,78.3083947509769
24.28209415,80.30025587,23.34511451117176,10.168697865057386,386.14283047459605,117.26676065919187
21.58711777,82.7883708,12.287843010348428,10.748001538790213,435.4804751841295,182.0508467996191
23.79391957,80.41817957,20.505529046999705,8.914357978526676,362.0769125293712,74.4938501084522
21.8652524,80.1923008,19.86297771132577,9.604758001573376,449.099982387764,75.75147164765943
23.57943626,83.58760316,25.75100657263861,5.156131899329995,,87.37678676139276
21.32504158,80.47476396,17.850955791197684,11.30220543702904,386.9120485709592,145.35805048578587
25.15745531,83.11713476,16.92544358289537,7.193711117792186,380.1545777290284,69.95604214677172
21.94766735,80.97384195,13.9285897742515,8.401741241240257,427.3210034453396,177.95358783440952
21.0525355,82.67839517,15.054079970805905,8.353858331438325,422.1631803965448,68.9503249773089
23.48381344,81.33265073,21.665501586766386,11.40035146640266,387.1073930580847,56.29101402022205
25.0756354,80.52389148,13.741746858175928,8.232858165322387,434.99224295037806,161.99888092080016
26.35927159,84.04403589,25.52548813642485,5.029698818479235,354.2222341724808,123.91618268614567
24.52922681,80.54498576,16.9004052999644,7.130601915609544,387.0109983219061,186.48685102113703
20.77576147,84.49774397,14.07087343441151,8.20556958897901,382.4049654362147,54.46000266994612
22.30157427,80.64416466,12.41872292580177,6.495707284772177,385.59068019596657,123.11369498702734
21.44653958,84.94375962,24.03853195047953,7.395417364492115,409.13507585559415,143.3450708523203
22.17931888,80.33127223,11.78666410407552,7.827432567657639,449.7528366782212,112.78792329339365
24.52783742,82.73685569,18.58080280678941,10.681930603549745,440.5935604117024,73.55137622003463
20.26707606,81.63895217,12.173006937040183,7.411662488078816,437.3522817666761,134.2455911192905
25.7354293,83.88266234,23.33402741040184,11.435795412825094,428.43707637137913,127.80651505647134
26.79533926,82.1480873,23.978828255346407,11.40265470663751,440.2770546568698,148.6785351076055
26.75754171,81.17734011,20.463412227529027,6.288513600129082,,185.9919749922708
23.86330467,83.15250801,18.19548533667535,9.659394559081736,423.024884017376,57.9637403385222
21.01944696,82.95221726,19.47400022303122,10.173810986216726,381.3204769233853,142.7926757284559
24.17298839,83.7287574,10.470323050276075,6.112574760750782,446.1576903753747,162.2816929151758
22.78133816,82.06719137,19.71000774484648,10.665139917708814,415.2461742627597,65.14449898572833
25.62980105,83.52842314,17.241898182189612,10.912255011011943,428.6996405925293,161.6658188784206
25.59704938,80.14509262,23.532235559361865,8.76691037407468,401.04588920009286,74.7326110897238
23.83067496,84.81360127,22.691620214136808,6.60503715579402,437.1088966025384,195.8162786796658
26.31355498,82.36698992,10.924939769484348,9.8176727910344,368.0356909411808,181.7079578905352
24.8972823,80.52586088,14.65936235062398,7.719460462143672,407.8865852923116,130.2798842463123
24.958779,84.47963372,15.672750919557645,10.14681184399114,,87.01920348090971
23.24113501,84.59201843,20.81748305905524,11.91334985819856,392.47297638412806,57.79366971753189
21.66628296,80.70960551,16.434935959029833,8.620858210010176,373.4682793057467,151.98828590293806
24.63544858,80.41363018,14.83400005660129,7.029931524736568,420.6499543076612,98.02721357338356
23.43121862,83.06310136,24.8121987674652,7.1699310899608175,409.3179306793328,90.25123166275117
20.0454142,80.3477562,10.907756040294556,9.518815468591033,446.2142258989603,126.16351024579018
23.85724032,82.22572988,29.146041129266138,8.706770211778142,364.4324680916244,130.24024403885724
21.97199397,81.89918197,21.279364223543475,9.694557135285129,359.3430403515077,101.3128211428695
26.22916897,83.83625819,16.404267961783816,9.506083980727048,410.9776457780935,124.08871632013896
23.44676801,84.79352417,13.104904061824998,10.10608178157582,420.6999516017301,141.51172728195272
25.65553461,83.47021081,21.98743157620418,8.364997214765754,372.50119767131713,63.70842566808378
24.44345477,82.45432595,23.16205187173825,11.579201458855032,414.9572079183464,58.534785406313375
20.2801937,82.1235421,14.510480330649036,10.075854149612365,419.8428193210746,131.47925278847293
21.7238313,80.2389895,13.538539648190984,9.153951848687026,399.27840636225307,53.32331105162666
20.41447029,82.20802629,14.592365270038036,10.994239280777904,393.2001556575748,53.445356185109375
25.75528612,83.51827127,14.696973511495068,10.098612476063089,425.2990992370175,90.09117542879709
20.61521424,83.77345559,19.56912273836052,8.962662837776401,430.7068862283997,67.82375808154919
21.84106875,80.72886384,13.825855174688847,9.139950658853223,366.15574674408026,59.54664820922447
20.08369642,83.29114712,12.798551225078883,8.493220515439155,361.02091567323566,134.0076579778979
24.45802087,82.74835604,16.952351417059347,10.018050387435224,401.1430304659543,170.64946473485531
21.14347496,80.33502926,15.393957784044227,9.361882068000092,353.1164708535708,60.55799294468706
25.78720567,82.11124033,10.308661233612549,7.191549350538006,401.4504766264109,71.62588155356148
23.64124821,80.28597873,18.880685233418696,10.831767020718932,428.4283883385776,161.1511192985543
23.43191632,80.56887849,23.365152996616825,10.630830430978955,431.437947572399,139.16901748610525
24.97669518,83.891805,18.82594598228736,10.805946367333611,426.82988928449737,188.18436225462816
22.72791041,82.1706881,26.46537120009733,9.143613979505744,392.14531137505486,92.15260517357126
24.87300744,82.84022551,28.479208747976088,9.982401859212954,352.6022202925,108.033406931707
21.32376327,83.00320459,26.958458153643253,11.513024035041528,405.7932062139446,127.8709880901036
26.29465461,84.56919326,12.692405256703813,10.107386654563172,378.88278792276606,177.6444672214584
22.2286982,81.85872947,21.74293462232248,8.555142534523862,387.7311859883452,110.18419685355283
26.73072391,81.78596776,11.75158593268405,7.738664534793937,416.6140621933331,104.4842425093012
24.88921174,81.97927117,16.512010148068555,10.916537773149614,391.0619312352157,98.5371975997906
26.88444878,81.46033732,29.615404320651862,6.984510379676158,442.4042944499589,162.12832940612995
22.67846116,83.72874389,25.619096306119157,7.693171089062004,417.594528247409,198.32016072814443
26.08867875,80.37979919,19.69262826236996,10.20137176731399,424.7263248932942,82.9523141465906
25.42977518,82.94682591,11.875026900296128,9.96686366052047,359.42617040101936,135.7377885014937
26.40323239,81.05635517,28.761611146685205,10.212025418448317,387.74246291258265,94.50164703380148
26.04371967,84.96907151,16.7470551416293,11.322839349737604,365.87111715462606,156.71569404413762
25.2827223,80.54372813,12.612552024800824,8.168906404433727,361.3941933555856,192.22689965854005
22.08576562,83.47038318,28.298454436135017,9.381699483527832,371.3671497925157,80.39865991915731
23.28617173,81.43321641,27.219011180701177,5.569152367667043,405.5040918139793,194.8462494962094
25.48591986,81.40633547,17.8886838179578,8.449936908327008,388.47047426130456,197.88295846111785
23.67575393,81.03569343,25.94992794053368,11.85680927654324,415.9530824293208,102.7245311499158
20.82477109,84.1341879,12.50657530419173,10.671771298160095,396.471249525371,136.02909931446464
26.92995077,81.91411159,28.25910002250434,6.378760462518726,352.4409810980666,69.7809545775652
23.83509503,83.88387074,13.91157577786971,6.990586093261763,380.0805206318279,186.9294298835475
26.52872817,80.12267476,10.664596611430836,10.30512371925064,383.25166153387386,165.79366141632315
26.46428311,83.85642678,17.122876153973998,8.443883260881767,399.3725140164827,163.60040788315183
